what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143183625
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143185093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143185109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143186312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143188953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143190703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143190718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143191046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143193609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143194625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143194640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143194781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143196671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143198921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143198937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143200453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143202343
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143202921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143202937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143203015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143204187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143205031
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143205046
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143205140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143208078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143211906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143211921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143212109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143215781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143216828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143216843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143217078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143219078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143228140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143233828
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143246859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143250656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143256906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143261406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143272640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143276640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143285312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143289406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143300000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143304078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143311734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143315328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143345484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143348703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143363906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143372843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143377046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143380296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143384046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143386656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143390218
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143392500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143411312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143415640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143433515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143438734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143441937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143441953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143442046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143443140
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143454078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143454093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143454187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143457453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143458015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143458031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143458171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143463078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143465187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143465203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143466890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143470953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143472187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143472203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143472375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143480171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143483843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143483890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1286143484828
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286143485687
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286143486125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143491937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143491953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143492062
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143493500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143494703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143494718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143494828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143500734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143505921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143527062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143530406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143536203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143537515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143777968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143780109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143789609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143797406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143807234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143811046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143811062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143811156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143814890
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143816437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143816453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143816578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143818671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143821890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143821906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143822000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143823250
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143824500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143824515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143824843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143832312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143835718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143835718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143835812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143839875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143841312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143841328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143842453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143845421
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143846796
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143846812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143847000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143850640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143851437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143851453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143851593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143855531
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143856109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143856125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143856218
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143858890
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143872015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143872031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143872156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143877515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143880546
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143880562
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143880750
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143885640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143887921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143889359
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143893546
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143893546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143893906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143896031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143897078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143897093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143897593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143902750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143904437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143904453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143922109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143924546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143930281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143930296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143930953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143934656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143935390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143935406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143937859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143947875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286143962093
