what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141472515
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141474875
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141475000
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141478125
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141479656
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141492375
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141494671
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141494734
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141496421
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141501000
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141513640
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141513906
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141519000
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141519203
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141537484
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141537656
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141571421
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141571625
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141595515
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141596984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286141625031
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286141628125
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141639125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286141643765
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141645953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286141645984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1286141646031
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141647828
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141660281
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141661531
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286141661625
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1286141716015
activated,editor,de.uni_paderborn.fujaba4eclipse,0.8.1.201005281321,"de.uni_paderborn.fujaba4eclipse.editor.MainEditor",1286141718234
