what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144201750
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144203484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144204046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144207468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144208406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144213625
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144214703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144222875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144224203
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144225453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144226078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144228062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144231375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144233125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144234750
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144238484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144245328
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144246859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144247609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144248750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144249828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144252906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144253781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144255515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144260906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144269875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144273890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144273937
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1286144274890
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144281937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144284968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286144287453
