what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139869937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139871421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139871437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139871515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139872843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139874125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139874125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139874218
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139875703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139876718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139876734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139876859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139878078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139882015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139888343
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139896640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139909421
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139914734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139919984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139933984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139933984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286139934078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140040937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140043687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140043703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140043796
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140097515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140108328
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140112140
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140139578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140139593
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140139734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140156593
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286140161812
